"date","pollster","party","poll"
2018-08-25,"Newspoll2","tpp",56
2018-08-25,"Newspoll2","lnp",33
2018-08-25,"Newspoll2","alp",41
2018-08-25,"Newspoll2","grn",10
2018-08-25,"Newspoll2","oth",16
2018-08-25,"Essential","tpp",55
2018-08-25,"Essential","lnp",35
2018-08-25,"Essential","alp",39
2018-08-25,"Essential","grn",10
2018-08-25,"Essential","oth",16
2018-08-26,"Morgan multi-mode","tpp",54
2018-08-26,"Morgan multi-mode","lnp",36.5
2018-08-26,"Morgan multi-mode","alp",36
2018-08-26,"Morgan multi-mode","grn",13
2018-08-26,"Morgan multi-mode","oth",14.5
2018-09-08,"Newspoll2","tpp",56
2018-09-08,"Newspoll2","lnp",34
2018-09-08,"Newspoll2","alp",42
2018-09-08,"Newspoll2","grn",10
2018-09-08,"Newspoll2","oth",14
2018-09-08,"Essential","tpp",54
2018-09-08,"Essential","lnp",36
2018-09-08,"Essential","alp",37
2018-09-08,"Essential","grn",10
2018-09-08,"Essential","oth",17
2018-09-14,"Ipsos","tpp",53
2018-09-14,"Ipsos","lnp",34
2018-09-14,"Ipsos","alp",31
2018-09-14,"Ipsos","grn",15
2018-09-14,"Ipsos","oth",20
2018-09-22,"Newspoll2","tpp",54
2018-09-22,"Newspoll2","lnp",36
2018-09-22,"Newspoll2","alp",39
2018-09-22,"Newspoll2","grn",10
2018-09-22,"Newspoll2","oth",15
2018-09-22,"Essential","tpp",53
2018-09-22,"Essential","lnp",37
2018-09-22,"Essential","alp",36
2018-09-22,"Essential","grn",12
2018-09-22,"Essential","oth",15
2018-10-06,"Essential","tpp",53
2018-10-06,"Essential","lnp",38
2018-10-06,"Essential","alp",37
2018-10-06,"Essential","grn",10
2018-10-06,"Essential","oth",18
2018-10-12,"Ipsos","tpp",55
2018-10-12,"Ipsos","lnp",35
2018-10-12,"Ipsos","alp",35
2018-10-12,"Ipsos","grn",15
2018-10-12,"Ipsos","oth",15
2018-10-12,"Newspoll2","tpp",53
2018-10-12,"Newspoll2","lnp",37
2018-10-12,"Newspoll2","alp",38
2018-10-12,"Newspoll2","grn",11
2018-10-12,"Newspoll2","oth",14
2018-10-20,"Essential","tpp",53
2018-10-20,"Essential","lnp",38
2018-10-20,"Essential","alp",37
2018-10-20,"Essential","grn",10
2018-10-20,"Essential","oth",15
2018-10-27,"Newspoll2","tpp",54
2018-10-27,"Newspoll2","lnp",36
2018-10-27,"Newspoll2","alp",39
2018-10-27,"Newspoll2","grn",9
2018-10-27,"Newspoll2","oth",16
2018-11-03,"Essential","tpp",54
2018-11-03,"Essential","lnp",36
2018-11-03,"Essential","alp",39
2018-11-03,"Essential","grn",10
2018-11-03,"Essential","oth",15
2018-11-10,"Newspoll2","tpp",55
2018-11-10,"Newspoll2","lnp",35
2018-11-10,"Newspoll2","alp",40
2018-11-10,"Newspoll2","grn",9
2018-11-10,"Newspoll2","oth",16
2018-11-16,"Ipsos","tpp",52
2018-11-16,"Ipsos","lnp",37
2018-11-16,"Ipsos","alp",34
2018-11-16,"Ipsos","grn",13
2018-11-16,"Ipsos","oth",16
2018-11-17,"Essential","tpp",52
2018-11-17,"Essential","lnp",37
2018-11-17,"Essential","alp",35
2018-11-17,"Essential","grn",11
2018-11-17,"Essential","oth",17
2018-11-24,"Newspoll2","tpp",55
2018-11-24,"Newspoll2","lnp",34
2018-11-24,"Newspoll2","alp",40
2018-11-24,"Newspoll2","grn",9
2018-11-24,"Newspoll2","oth",17
2018-12-01,"Essential","tpp",54
2018-12-01,"Essential","lnp",38
2018-12-01,"Essential","alp",39
2018-12-01,"Essential","grn",10
2018-12-01,"Essential","oth",13
2018-12-08,"Newspoll2","tpp",55
2018-12-08,"Newspoll2","lnp",35
2018-12-08,"Newspoll2","alp",41
2018-12-08,"Newspoll2","grn",9
2018-12-08,"Newspoll2","oth",15
2018-12-14,"Ipsos","tpp",54
2018-12-14,"Ipsos","lnp",36
2018-12-14,"Ipsos","alp",37
2018-12-14,"Ipsos","grn",13
2018-12-14,"Ipsos","oth",15
2018-12-15,"Essential","tpp",53
2018-12-15,"Essential","lnp",37
2018-12-15,"Essential","alp",36
2018-12-15,"Essential","grn",11
2018-12-15,"Essential","oth",16
2019-01-11,"Essential","tpp",53
2019-01-11,"Essential","lnp",38
2019-01-11,"Essential","alp",38
2019-01-11,"Essential","grn",10
2019-01-11,"Essential","oth",14
2019-01-26,"Newspoll2","tpp",53
2019-01-26,"Newspoll2","lnp",37
2019-01-26,"Newspoll2","alp",38
2019-01-26,"Newspoll2","grn",9
2019-01-26,"Newspoll2","oth",16
2019-01-27,"Essential","tpp",52
2019-01-27,"Essential","lnp",38
2019-01-27,"Essential","alp",36
2019-01-27,"Essential","grn",10
2019-01-27,"Essential","oth",16
2019-02-06,"Morgan multi-mode","tpp",54
2019-02-06,"Morgan multi-mode","lnp",34.5
2019-02-06,"Morgan multi-mode","alp",36
2019-02-06,"Morgan multi-mode","grn",12.5
2019-02-06,"Morgan multi-mode","oth",17
2019-02-09,"Newspoll2","tpp",53
2019-02-09,"Newspoll2","lnp",37
2019-02-09,"Newspoll2","alp",39
2019-02-09,"Newspoll2","grn",9
2019-02-09,"Newspoll2","oth",15
2019-02-09,"Essential","tpp",55
2019-02-09,"Essential","lnp",34
2019-02-09,"Essential","alp",38
2019-02-09,"Essential","grn",10
2019-02-09,"Essential","oth",18
2019-02-14,"Ipsos","tpp",51
2019-02-14,"Ipsos","lnp",38
2019-02-14,"Ipsos","alp",33
2019-02-14,"Ipsos","grn",13
2019-02-14,"Ipsos","oth",16
2019-02-17,"Morgan multi-mode","tpp",52.5
2019-02-17,"Morgan multi-mode","lnp",34.5
2019-02-17,"Morgan multi-mode","alp",37
2019-02-17,"Morgan multi-mode","grn",11.5
2019-02-17,"Morgan multi-mode","oth",17
2019-02-23,"Newspoll2","tpp",53
2019-02-23,"Newspoll2","lnp",37
2019-02-23,"Newspoll2","alp",39
2019-02-23,"Newspoll2","grn",9
2019-02-23,"Newspoll2","oth",15
2019-02-23,"Essential","tpp",52
2019-02-23,"Essential","lnp",38
2019-02-23,"Essential","alp",37
2019-02-23,"Essential","grn",9
2019-02-23,"Essential","oth",17
2019-02-27,"ReachTEL","tpp",53
2019-02-27,"ReachTEL","lnp",38.8
2019-02-27,"ReachTEL","alp",36.7
2019-02-27,"ReachTEL","grn",9.7
2019-02-27,"ReachTEL","oth",14.8
2019-03-09,"Newspoll2","tpp",54
2019-03-09,"Newspoll2","lnp",36
2019-03-09,"Newspoll2","alp",39
2019-03-09,"Newspoll2","grn",9
2019-03-09,"Newspoll2","oth",16
2019-03-09,"Essential","tpp",53
2019-03-09,"Essential","lnp",37
2019-03-09,"Essential","alp",38
2019-03-09,"Essential","grn",8
2019-03-09,"Essential","oth",17
2019-03-23,"Essential","tpp",52
2019-03-23,"Essential","lnp",39
2019-03-23,"Essential","alp",36
2019-03-23,"Essential","grn",10
2019-03-23,"Essential","oth",15
2019-03-27,"Galaxy","tpp",53
2019-03-27,"Galaxy","lnp",36
2019-03-27,"Galaxy","alp",37
2019-03-27,"Galaxy","grn",10
2019-03-27,"Galaxy","oth",17
2019-03-20,"Morgan multi-mode","tpp",55
2019-03-20,"Morgan multi-mode","lnp",34.5
2019-03-20,"Morgan multi-mode","alp",36.5
2019-03-20,"Morgan multi-mode","grn",12.5
2019-03-20,"Morgan multi-mode","oth",16.5
2019-04-05,"Ipsos","tpp",53
2019-04-05,"Ipsos","lnp",37
2019-04-05,"Ipsos","alp",34
2019-04-05,"Ipsos","grn",13
2019-04-05,"Ipsos","oth",16
2019-04-06,"Newspoll2","tpp",52
2019-04-06,"Newspoll2","lnp",38
2019-04-06,"Newspoll2","alp",37
2019-04-06,"Newspoll2","grn",9
2019-04-06,"Newspoll2","oth",16
2019-04-07,"Morgan multi-mode","tpp",52.5
2019-04-07,"Morgan multi-mode","lnp",37
2019-04-07,"Morgan multi-mode","alp",35
2019-04-07,"Morgan multi-mode","grn",13.5
2019-04-07,"Morgan multi-mode","oth",14.5
2019-04-06,"Essential","tpp",52
2019-04-06,"Essential","lnp",38
2019-04-06,"Essential","alp",35
2019-04-06,"Essential","grn",11
2019-04-06,"Essential","oth",15
2019-04-13,"Newspoll2","tpp",52
2019-04-13,"Newspoll2","lnp",39
2019-04-13,"Newspoll2","alp",39
2019-04-13,"Newspoll2","grn",9
2019-04-13,"Newspoll2","oth",13
2019-04-21,"Morgan multi-mode","tpp",51
2019-04-21,"Morgan multi-mode","lnp",39
2019-04-21,"Morgan multi-mode","alp",35.5
2019-04-21,"Morgan multi-mode","grn",9.5
2019-04-21,"Morgan multi-mode","oth",16
2019-04-24,"Galaxy","tpp",52
2019-04-24,"Galaxy","lnp",37
2019-04-24,"Galaxy","alp",37
2019-04-24,"Galaxy","grn",9
2019-04-24,"Galaxy","oth",17
2019-04-27,"Newspoll2","tpp",51
2019-04-27,"Newspoll2","lnp",38
2019-04-27,"Newspoll2","alp",37
2019-04-27,"Newspoll2","grn",9
2019-04-27,"Newspoll2","oth",16
2019-04-28,"Morgan multi-mode","tpp",51
2019-04-28,"Morgan multi-mode","lnp",39.5
2019-04-28,"Morgan multi-mode","alp",36
2019-04-28,"Morgan multi-mode","grn",9.5
2019-04-28,"Morgan multi-mode","oth",15
2019-04-27,"Essential","tpp",51
2019-04-27,"Essential","lnp",39
2019-04-27,"Essential","alp",37
2019-04-27,"Essential","grn",9
2019-04-27,"Essential","oth",15
2019-05-03,"Ipsos","tpp",52
2019-05-03,"Ipsos","lnp",36
2019-05-03,"Ipsos","alp",33
2019-05-03,"Ipsos","grn",14
2019-05-03,"Ipsos","oth",15
2019-05-04,"Newspoll2","tpp",51
2019-05-04,"Newspoll2","lnp",38
2019-05-04,"Newspoll2","alp",36
2019-05-04,"Newspoll2","grn",9
2019-05-04,"Newspoll2","oth",17
2019-05-05,"Morgan multi-mode","tpp",51
2019-05-05,"Morgan multi-mode","lnp",38.5
2019-05-05,"Morgan multi-mode","alp",34
2019-05-05,"Morgan multi-mode","grn",11
2019-05-05,"Morgan multi-mode","oth",16.5
2019-05-04,"Essential","tpp",52
2019-05-04,"Essential","lnp",38
2019-05-04,"Essential","alp",34
2019-05-04,"Essential","grn",12
2019-05-04,"Essential","oth",16
2019-05-11,"Newspoll2","tpp",51
2019-05-11,"Newspoll2","lnp",39
2019-05-11,"Newspoll2","alp",37
2019-05-11,"Newspoll2","grn",9
2019-05-11,"Newspoll2","oth",15
2019-05-11,"Morgan multi-mode","tpp",52
2019-05-11,"Morgan multi-mode","lnp",38.5
2019-05-11,"Morgan multi-mode","alp",35.5
2019-05-11,"Morgan multi-mode","grn",10
2019-05-11,"Morgan multi-mode","oth",16
2019-05-12,"Essential","tpp",51.5
2019-05-12,"Essential","lnp",38.5
2019-05-12,"Essential","alp",36.2
2019-05-12,"Essential","grn",9.1
2019-05-12,"Essential","oth",16.2
2019-05-14,"Ipsos","tpp",51
2019-05-14,"Ipsos","lnp",39
2019-05-14,"Ipsos","alp",33
2019-05-14,"Ipsos","grn",13
2019-05-14,"Ipsos","oth",15
2019-05-14,"Galaxy","tpp",51
2019-05-14,"Galaxy","lnp",39
2019-05-14,"Galaxy","alp",37
2019-05-14,"Galaxy","grn",9
2019-05-14,"Galaxy","oth",15
2019-05-16,"Newspoll2","tpp",51.5
2019-05-16,"Newspoll2","lnp",38
2019-05-16,"Newspoll2","alp",37
2019-05-16,"Newspoll2","grn",9
2019-05-16,"Newspoll2","oth",15
2019-07-27,"Newspoll2","tpp",47
2019-07-27,"Newspoll2","lnp",44
2019-07-27,"Newspoll2","alp",33
2019-07-27,"Newspoll2","grn",11
2019-07-27,"Newspoll2","oth",12
2019-08-17,"Newspoll2","tpp",49
2019-08-17,"Newspoll2","lnp",42
2019-08-17,"Newspoll2","alp",34
2019-08-17,"Newspoll2","grn",11
2019-08-17,"Newspoll2","oth",13
2019-09-06,"Newspoll2","tpp",49
2019-09-06,"Newspoll2","lnp",43
2019-09-06,"Newspoll2","alp",35
2019-09-06,"Newspoll2","grn",12
2019-09-06,"Newspoll2","oth",10
2019-09-28,"Newspoll2","tpp",49
2019-09-28,"Newspoll2","lnp",42
2019-09-28,"Newspoll2","alp",33
2019-09-28,"Newspoll2","grn",13
2019-09-28,"Newspoll2","oth",12
2019-10-19,"Newspoll2","tpp",49
2019-10-19,"Newspoll2","lnp",42
2019-10-19,"Newspoll2","alp",33
2019-10-19,"Newspoll2","grn",13
2019-10-19,"Newspoll2","oth",12
2019-11-09,"Newspoll2","tpp",50
2019-11-09,"Newspoll2","lnp",40
2019-11-09,"Newspoll2","alp",35
2019-11-09,"Newspoll2","grn",12
2019-11-09,"Newspoll2","oth",13
2019-11-22,"Newspoll2","tpp",49
2019-11-22,"Newspoll2","lnp",41
2019-11-22,"Newspoll2","alp",33
2019-11-22,"Newspoll2","grn",12
2019-11-22,"Newspoll2","oth",14
2019-12-06,"Newspoll2","tpp",48
2019-12-06,"Newspoll2","lnp",42
2019-12-06,"Newspoll2","alp",33
2019-12-06,"Newspoll2","grn",11
2019-12-06,"Newspoll2","oth",14
2020-01-10,"Newspoll2","tpp",51
2020-01-10,"Newspoll2","lnp",40
2020-01-10,"Newspoll2","alp",36
2020-01-10,"Newspoll2","grn",12
2020-01-10,"Newspoll2","oth",12
2020-01-31,"Newspoll2","tpp",52
2020-01-31,"Newspoll2","lnp",38
2020-01-31,"Newspoll2","alp",35
2020-01-31,"Newspoll2","grn",13
2020-01-31,"Newspoll2","oth",14
2020-01-26,"ANU","tpp",51.5
2020-01-26,"ANU","lnp",34.8
2020-01-26,"ANU","alp",33.4
2020-01-26,"ANU","grn",14.7
2020-01-26,"ANU","oth",10.5
2020-01-10,"Essential","tpp",52.12765957
2020-01-10,"Essential","lnp",38.29787234
2020-01-10,"Essential","alp",37.23404255
2020-01-10,"Essential","grn",10.63829787
2020-01-10,"Essential","oth",13.829787234
2020-01-24,"Essential","tpp",52.12765957
2020-01-24,"Essential","lnp",39.36170213
2020-01-24,"Essential","alp",37.23404255
2020-01-24,"Essential","grn",9.574468085
2020-01-24,"Essential","oth",13.829787233
2020-02-07,"Essential","tpp",53.26086957
2020-02-07,"Essential","lnp",36.17021277
2020-02-07,"Essential","alp",38.29787234
2020-02-07,"Essential","grn",10.63829787
2020-02-07,"Essential","oth",14.893617021
2020-02-21,"Essential","tpp",51.61290323
2020-02-21,"Essential","lnp",40.42553191
2020-02-21,"Essential","alp",38.29787234
2020-02-21,"Essential","grn",10.63829787
2020-02-21,"Essential","oth",10.638297872
2020-02-21,"Newspoll2","tpp",51
2020-02-21,"Newspoll2","lnp",38
2020-02-21,"Newspoll2","alp",34
2020-02-21,"Newspoll2","grn",13
2020-02-21,"Newspoll2","oth",15
2020-03-04,"Morgan multi-mode","tpp",53
2020-03-04,"Morgan multi-mode","lnp",36.5
2020-03-04,"Morgan multi-mode","alp",36
2020-03-04,"Morgan multi-mode","grn",11
2020-03-04,"Morgan multi-mode","oth",16.5
2020-03-07,"Essential","tpp",50.53763441
2020-03-07,"Essential","lnp",40.86021505
2020-03-07,"Essential","alp",37.6344086
2020-03-07,"Essential","grn",8.602150538
2020-03-07,"Essential","oth",12.903225806
2020-03-13,"Newspoll2","tpp",51
2020-03-13,"Newspoll2","lnp",40
2020-03-13,"Newspoll2","alp",36
2020-03-13,"Newspoll2","grn",12
2020-03-13,"Newspoll2","oth",12
2020-03-21,"Essential","tpp",52.17391304
2020-03-21,"Essential","lnp",40.2173913
2020-03-21,"Essential","alp",36.95652174
2020-03-21,"Essential","grn",10.86956522
2020-03-21,"Essential","oth",11.956521739
2020-03-28,"Essential","tpp",50.54945055
2020-03-28,"Essential","lnp",41.30434783
2020-03-28,"Essential","alp",36.95652174
2020-03-28,"Essential","grn",10.86956522
2020-03-28,"Essential","oth",10.869565218
2020-04-02,"Newspoll2","tpp",49
2020-04-02,"Newspoll2","lnp",42
2020-04-02,"Newspoll2","alp",34
2020-04-02,"Newspoll2","grn",13
2020-04-02,"Newspoll2","oth",11
2020-04-04,"Essential","tpp",51.08695652
2020-04-04,"Essential","lnp",39.56043956
2020-04-04,"Essential","alp",38.46153846
2020-04-04,"Essential","grn",10.98901099
2020-04-04,"Essential","oth",10.989010989
2020-04-11,"Essential","tpp",50.53763441
2020-04-11,"Essential","lnp",40.42553191
2020-04-11,"Essential","alp",37.23404255
2020-04-11,"Essential","grn",10.63829787
2020-04-11,"Essential","oth",11.702127659
2020-04-18,"Essential","tpp",47.31182796
2020-04-18,"Essential","lnp",43.01075269
2020-04-18,"Essential","alp",34.40860215
2020-04-18,"Essential","grn",10.75268817
2020-04-18,"Essential","oth",11.827956989
2020-04-22,"Morgan multi-mode","tpp",48.5
2020-04-22,"Morgan multi-mode","lnp",43.5
2020-04-22,"Morgan multi-mode","alp",33
2020-04-22,"Morgan multi-mode","grn",11.5
2020-04-22,"Morgan multi-mode","oth",12
2020-04-24,"Newspoll2","tpp",50
2020-04-24,"Newspoll2","lnp",41
2020-04-24,"Newspoll2","alp",36
2020-04-24,"Newspoll2","grn",12
2020-04-24,"Newspoll2","oth",11
2020-04-25,"Essential","tpp",48.38709677
2020-04-25,"Essential","lnp",42.55319149
2020-04-25,"Essential","alp",36.17021277
2020-04-25,"Essential","grn",10.63829787
2020-04-25,"Essential","oth",10.638297872
2020-05-02,"Essential","tpp",51.08695652
2020-05-02,"Essential","lnp",41.75824176
2020-05-02,"Essential","alp",37.36263736
2020-05-02,"Essential","grn",10.98901099
2020-05-02,"Essential","oth",9.890109891
2020-05-09,"Essential","tpp",46.23655914
2020-05-09,"Essential","lnp",45.05494505
2020-05-09,"Essential","alp",34.06593407
2020-05-09,"Essential","grn",9.89010989
2020-05-09,"Essential","oth",10.98901099
2020-05-15,"Newspoll2","tpp",49
2020-05-15,"Newspoll2","lnp",43
2020-05-15,"Newspoll2","alp",35
2020-05-15,"Newspoll2","grn",10
2020-05-15,"Newspoll2","oth",12
2020-05-16,"Essential","tpp",50
2020-05-16,"Essential","lnp",41.75824176
2020-05-16,"Essential","alp",38.46153846
2020-05-16,"Essential","grn",8.791208791
2020-05-16,"Essential","oth",10.98901099
2020-05-20,"Morgan multi-mode","tpp",47.5
2020-05-20,"Morgan multi-mode","lnp",44.5
2020-05-20,"Morgan multi-mode","alp",33
2020-05-20,"Morgan multi-mode","grn",11
2020-05-20,"Morgan multi-mode","oth",11.5
2020-05-23,"Essential","tpp",50.53763441
2020-05-23,"Essential","lnp",41.93548387
2020-05-23,"Essential","alp",35.48387097
2020-05-23,"Essential","grn",11.82795699
2020-05-23,"Essential","oth",10.752688172
2020-05-30,"Essential","tpp",48.93617021
2020-05-30,"Essential","lnp",41.4893617
2020-05-30,"Essential","alp",34.04255319
2020-05-30,"Essential","grn",10.63829787
2020-05-30,"Essential","oth",13.829787233
2020-06-05,"Newspoll2","tpp",49
2020-06-05,"Newspoll2","lnp",42
2020-06-05,"Newspoll2","alp",34
2020-06-05,"Newspoll2","grn",12
2020-06-05,"Newspoll2","oth",12
2020-06-08,"Essential","tpp",48.91304348
2020-06-08,"Essential","lnp",43.47826087
2020-06-08,"Essential","alp",35.86956522
2020-06-08,"Essential","grn",9.782608696
2020-06-08,"Essential","oth",10.869565218
2020-06-15,"Essential","tpp",50
2020-06-15,"Essential","lnp",40.42553191
2020-06-15,"Essential","alp",37.23404255
2020-06-15,"Essential","grn",9.574468085
2020-06-15,"Essential","oth",12.765957446
2020-06-17,"Morgan multi-mode","tpp",49.5
2020-06-17,"Morgan multi-mode","lnp",42.5
2020-06-17,"Morgan multi-mode","alp",34.5
2020-06-17,"Morgan multi-mode","grn",10.5
2020-06-17,"Morgan multi-mode","oth",12.5
2020-06-22,"Essential","tpp",48.93617021
2020-06-22,"Essential","lnp",42.85714286
2020-06-22,"Essential","alp",36.26373626
2020-06-22,"Essential","grn",9.89010989
2020-06-22,"Essential","oth",10.98901099
2020-06-25,"Newspoll2","tpp",49
2020-06-25,"Newspoll2","lnp",42
2020-06-25,"Newspoll2","alp",35
2020-06-25,"Newspoll2","grn",11
2020-06-25,"Newspoll2","oth",12
2020-06-29,"Essential","tpp",48.91304348
2020-06-29,"Essential","lnp",42.85714286
2020-06-29,"Essential","alp",36.26373626
2020-06-29,"Essential","grn",9.89010989
2020-06-29,"Essential","oth",10.989010989
2020-07-11,"Essential","tpp",50.54945055
2020-07-11,"Essential","lnp",40.65934066
2020-07-11,"Essential","alp",37.36263736
2020-07-11,"Essential","grn",10.98901099
2020-07-11,"Essential","oth",10.98901099
2020-07-17,"Newspoll2","tpp",47
2020-07-17,"Newspoll2","lnp",44
2020-07-17,"Newspoll2","alp",34
2020-07-17,"Newspoll2","grn",10
2020-07-17,"Newspoll2","oth",12
2020-07-15,"Morgan multi-mode","tpp",48.5
2020-07-15,"Morgan multi-mode","lnp",43.5
2020-07-15,"Morgan multi-mode","alp",33.5
2020-07-15,"Morgan multi-mode","grn",11
2020-07-15,"Morgan multi-mode","oth",12
2020-07-25,"Essential","tpp",51.08695652
2020-07-25,"Essential","lnp",41.30434783
2020-07-25,"Essential","alp",38.04347826
2020-07-25,"Essential","grn",9.782608696
2020-07-25,"Essential","oth",10.869565218
2020-08-07,"Newspoll2","tpp",48
2020-08-07,"Newspoll2","lnp",43
2020-08-07,"Newspoll2","alp",33
2020-08-07,"Newspoll2","grn",11
2020-08-07,"Newspoll2","oth",13
2020-08-08,"Essential","tpp",48.9
2020-08-08,"Essential","lnp",42.22222222
2020-08-08,"Essential","alp",37.77777778
2020-08-08,"Essential","grn",10
2020-08-08,"Essential","oth",10
2020-08-12,"Morgan multi-mode","tpp",46
2020-08-12,"Morgan multi-mode","lnp",46
2020-08-12,"Morgan multi-mode","alp",32.5
2020-08-12,"Morgan multi-mode","grn",11
2020-08-12,"Morgan multi-mode","oth",10.5
2020-08-22,"Essential","tpp",48.9
2020-08-22,"Essential","lnp",41.93548387
2020-08-22,"Essential","alp",37.6344086
2020-08-22,"Essential","grn",9.677419355
2020-08-22,"Essential","oth",10.752688172
2020-08-28,"Newspoll2","tpp",50
2020-08-28,"Newspoll2","lnp",41
2020-08-28,"Newspoll2","alp",36
2020-08-28,"Newspoll2","grn",11
2020-08-28,"Newspoll2","oth",12
2020-09-05,"Essential","tpp",51.1
2020-09-05,"Essential","lnp",41.30434783
2020-09-05,"Essential","alp",34.7826087
2020-09-05,"Essential","grn",10.86956522
2020-09-05,"Essential","oth",13.04347826
2020-09-18,"Newspoll2","tpp",49
2020-09-18,"Newspoll2","lnp",43
2020-09-18,"Newspoll2","alp",34
2020-09-18,"Newspoll2","grn",12
2020-09-18,"Newspoll2","oth",11
2020-09-19,"Essential","tpp",46.2
2020-09-19,"Essential","lnp",45.05494505
2020-09-19,"Essential","alp",34.06593407
2020-09-19,"Essential","grn",10.98901099
2020-09-19,"Essential","oth",9.890109891
2020-10-03,"Essential","tpp",49.5
2020-10-03,"Essential","lnp",41.93548387
2020-10-03,"Essential","alp",36.55913978
2020-10-03,"Essential","grn",9.677419355
2020-10-03,"Essential","oth",11.827956989
2020-10-09,"Newspoll2","tpp",48
2020-10-09,"Newspoll2","lnp",44
2020-10-09,"Newspoll2","alp",34
2020-10-09,"Newspoll2","grn",11
2020-10-09,"Newspoll2","oth",11
2020-10-10,"Essential","tpp",48.4
2020-10-10,"Essential","lnp",44.44444444
2020-10-10,"Essential","alp",36.66666667
2020-10-10,"Essential","grn",10
2020-10-10,"Essential","oth",8.888888888
2020-10-17,"Essential","tpp",48.4
2020-10-17,"Essential","lnp",41.93548387
2020-10-17,"Essential","alp",37.6344086
2020-10-17,"Essential","grn",9.677419355
2020-10-17,"Essential","oth",10.752688172
2020-10-21,"Morgan multi-mode","tpp",49.5
2020-10-21,"Morgan multi-mode","lnp",42.5
2020-10-21,"Morgan multi-mode","alp",34
2020-10-21,"Morgan multi-mode","grn",12
2020-10-21,"Morgan multi-mode","oth",11.5
2020-11-06,"Newspoll2","tpp",49
2020-11-06,"Newspoll2","lnp",43
2020-11-06,"Newspoll2","alp",35
2020-11-06,"Newspoll2","grn",11
2020-11-06,"Newspoll2","oth",12
2020-11-18,"Morgan multi-mode","tpp",49.5
2020-11-18,"Morgan multi-mode","lnp",42
2020-11-18,"Morgan multi-mode","alp",34
2020-11-18,"Morgan multi-mode","grn",12
2020-11-18,"Morgan multi-mode","oth",12
2020-11-27,"Newspoll2","tpp",49
2020-11-27,"Newspoll2","lnp",43
2020-11-27,"Newspoll2","alp",36
2020-11-27,"Newspoll2","grn",11
2020-11-27,"Newspoll2","oth",10
2020-10-31,"Essential","tpp",51.1
2020-10-31,"Essential","lnp",42.85714286
2020-10-31,"Essential","alp",38.46153846
2020-10-31,"Essential","grn",9.89010989
2020-10-31,"Essential","oth",8.791208792
2020-11-14,"Essential","tpp",51
2020-11-14,"Essential","lnp",41.30434783
2020-11-14,"Essential","alp",38.04347826
2020-11-14,"Essential","grn",9.782608696
2020-11-14,"Essential","oth",10.869565217
2020-11-28,"Essential","tpp",46.7
2020-11-28,"Essential","lnp",41.30434783
2020-11-28,"Essential","alp",38.04347826
2020-11-28,"Essential","grn",9.782608696
2020-11-28,"Essential","oth",10.869565218
2020-12-12,"Essential","tpp",50.5
2020-12-12,"Essential","lnp",40.65934066
2020-12-12,"Essential","alp",38.46153846
2020-12-12,"Essential","grn",8.791208791
2020-12-12,"Essential","oth",12.087912088
2021-01-16,"Essential","tpp",48.4
2021-01-16,"Essential","lnp",43.01075269
2021-01-16,"Essential","alp",35.48387097
2021-01-16,"Essential","grn",10.75268817
2021-01-16,"Essential","oth",10.752688172
2021-01-29,"Newspoll2","tpp",50
2021-01-29,"Newspoll2","lnp",42
2021-01-29,"Newspoll2","alp",36
2021-01-29,"Newspoll2","grn",10
2021-01-29,"Newspoll2","oth",12
2021-01-30,"Essential","tpp",51.6
2021-01-30,"Essential","lnp",40.2173913
2021-01-30,"Essential","alp",38.04347826
2021-01-30,"Essential","grn",10.86956522
2021-01-30,"Essential","oth",10.869565217
2021-02-10,"Morgan multi-mode","tpp",50.5
2021-02-10,"Morgan multi-mode","lnp",40
2021-02-10,"Morgan multi-mode","alp",34.5
2021-02-10,"Morgan multi-mode","grn",13
2021-02-10,"Morgan multi-mode","oth",12.5
2021-02-19,"Newspoll2","tpp",50
2021-02-19,"Newspoll2","lnp",42
2021-02-19,"Newspoll2","alp",37
2021-02-19,"Newspoll2","grn",10
2021-02-19,"Newspoll2","oth",11
2021-03-12,"Newspoll2","tpp",52
2021-03-12,"Newspoll2","lnp",39
2021-03-12,"Newspoll2","alp",39
2021-03-12,"Newspoll2","grn",10
2021-03-12,"Newspoll2","oth",12
2021-03-10,"Morgan multi-mode","tpp",50.5
2021-03-10,"Morgan multi-mode","lnp",41
2021-03-10,"Morgan multi-mode","alp",34.5
2021-03-10,"Morgan multi-mode","grn",12.5
2021-03-10,"Morgan multi-mode","oth",12
2021-03-26,"Newspoll2","tpp",52
2021-03-26,"Newspoll2","lnp",40
2021-03-26,"Newspoll2","alp",38
2021-03-26,"Newspoll2","grn",11
2021-03-26,"Newspoll2","oth",11
2021-04-17,"ResolvePM","lnp",38
2021-04-17,"ResolvePM","alp",33
2021-04-17,"ResolvePM","grn",12
2021-04-17,"ResolvePM","oth",17
2021-04-23,"Newspoll2","tpp",51
2021-04-23,"Newspoll2","lnp",41
2021-04-23,"Newspoll2","alp",38
2021-04-23,"Newspoll2","grn",10
2021-04-23,"Newspoll2","oth",11
2021-05-15,"Newspoll2","tpp",51
2021-05-15,"Newspoll2","lnp",41
2021-05-15,"Newspoll2","alp",36
2021-05-15,"Newspoll2","grn",12
2021-05-15,"Newspoll2","oth",11
2021-05-14,"ResolvePM","lnp",39
2021-05-14,"ResolvePM","alp",35
