"date","pollster","party","poll"
1995-08-16,"F2F Morgan","tpp",48
1995-08-30,"F2F Morgan","tpp",45.5
1995-09-13,"F2F Morgan","tpp",48
1995-09-27,"F2F Morgan","tpp",48
1995-10-11,"F2F Morgan","tpp",45
1995-10-25,"F2F Morgan","tpp",48.5
1995-11-08,"F2F Morgan","tpp",45
1995-11-19,"F2F Morgan","tpp",46
1995-11-29,"F2F Morgan","tpp",46.5
1995-12-13,"F2F Morgan","tpp",45.5
1996-01-03,"F2F Morgan","tpp",48
1996-01-03,"F2F Morgan","lnp",43.5
1996-01-03,"F2F Morgan","alp",39.5
1996-01-03,"F2F Morgan","grn",5.5
1996-01-03,"F2F Morgan","oth",11.5
1996-01-17,"F2F Morgan","tpp",46
1996-01-26,"McNair","tpp",47
1996-01-26,"McNair","lnp",45
1996-01-26,"McNair","alp",40
1996-01-26,"McNair","grn",5
1996-01-26,"McNair","oth",10
1996-01-27,"Quadrant","tpp",47
1996-01-27,"Quadrant","lnp",48
1996-01-27,"Quadrant","alp",41
1996-01-27,"Quadrant","oth",11
1996-01-27,"Newspoll","lnp",50
1996-01-27,"Newspoll","alp",40
1996-01-27,"Newspoll","grn",2
1996-01-27,"Newspoll","oth",8
1996-01-28,"F2F Morgan","tpp",48
1996-02-03,"Morgan Phone","tpp",46
1996-02-10,"Morgan Phone","tpp",49
1996-02-17,"Morgan Phone","tpp",47.5
1996-02-25,"Morgan Phone","tpp",49
1996-02-26,"Morgan Phone","tpp",49
1996-02-29,"Morgan Phone","tpp",50
1996-03-20,"F2F Morgan","tpp",44
1996-03-20,"F2F Morgan","lnp",49.5
1996-03-20,"F2F Morgan","alp",36.5
1996-03-20,"F2F Morgan","grn",3
1996-03-20,"F2F Morgan","oth",11
1996-04-02,"F2F Morgan","tpp",43.5
1996-04-02,"F2F Morgan","lnp",49.5
1996-04-02,"F2F Morgan","alp",37
1996-04-02,"F2F Morgan","grn",3.5
1996-04-02,"F2F Morgan","oth",10
1996-04-17,"F2F Morgan","tpp",45.5
1996-04-17,"F2F Morgan","lnp",48
1996-04-17,"F2F Morgan","alp",38
1996-04-17,"F2F Morgan","grn",3.5
1996-04-17,"F2F Morgan","oth",10.5
1996-05-01,"F2F Morgan","tpp",41.5
1996-05-01,"F2F Morgan","lnp",51.5
1996-05-01,"F2F Morgan","alp",33.5
1996-05-01,"F2F Morgan","grn",3.5
1996-05-01,"F2F Morgan","oth",11.5
1996-05-15,"F2F Morgan","tpp",42.5
1996-05-15,"F2F Morgan","lnp",49.5
1996-05-15,"F2F Morgan","alp",35.5
1996-05-15,"F2F Morgan","grn",3.5
1996-05-15,"F2F Morgan","oth",11.5
1996-06-01,"Morgan Phone","tpp",43
1996-06-01,"Morgan Phone","lnp",50
1996-06-01,"Morgan Phone","alp",34.5
1996-06-01,"Morgan Phone","grn",2.5
1996-06-01,"Morgan Phone","oth",13
1996-06-02,"F2F Morgan","lnp",45.5
1996-06-02,"F2F Morgan","alp",42.5
1996-06-02,"F2F Morgan","grn",2.5
1996-06-02,"F2F Morgan","oth",9.5
1996-06-22,"Morgan Phone","tpp",45.5
1996-06-22,"Morgan Phone","lnp",50.5
1996-06-22,"Morgan Phone","alp",38
1996-06-22,"Morgan Phone","grn",1.5
1996-06-22,"Morgan Phone","oth",10
1996-06-23,"F2F Morgan","lnp",48
1996-06-23,"F2F Morgan","alp",36
1996-06-23,"F2F Morgan","grn",3.5
1996-06-23,"F2F Morgan","oth",12.5
1996-07-01,"Morgan Phone","tpp",42
1996-07-01,"Morgan Phone","lnp",50.5
1996-07-01,"Morgan Phone","alp",34
1996-07-01,"Morgan Phone","grn",3
1996-07-01,"Morgan Phone","oth",12.5
1996-07-03,"F2F Morgan","lnp",46
1996-07-03,"F2F Morgan","alp",37
1996-07-03,"F2F Morgan","grn",3.5
1996-07-03,"F2F Morgan","oth",13.5
1996-07-14,"Morgan Phone","tpp",42.5
1996-07-14,"Morgan Phone","lnp",51
1996-07-14,"Morgan Phone","alp",34
1996-07-14,"Morgan Phone","grn",2.5
1996-07-14,"Morgan Phone","oth",12.5
1996-07-17,"F2F Morgan","lnp",46.5
1996-07-17,"F2F Morgan","alp",36
1996-07-17,"F2F Morgan","grn",3
1996-07-17,"F2F Morgan","oth",14.5
1996-07-28,"Morgan Phone","tpp",41.5
1996-07-28,"Morgan Phone","lnp",51
1996-07-28,"Morgan Phone","alp",33.5
1996-07-28,"Morgan Phone","grn",3.5
1996-07-28,"Morgan Phone","oth",12
1996-07-31,"F2F Morgan","lnp",43.5
1996-07-31,"F2F Morgan","alp",39
1996-07-31,"F2F Morgan","grn",4
1996-07-31,"F2F Morgan","oth",13.5
1996-08-11,"Morgan Phone","tpp",43.5
1996-08-11,"Morgan Phone","lnp",50
1996-08-11,"Morgan Phone","alp",34
1996-08-11,"Morgan Phone","grn",3.5
1996-08-11,"Morgan Phone","oth",12.5
1996-08-14,"F2F Morgan","lnp",43.5
1996-08-14,"F2F Morgan","alp",38
1996-08-14,"F2F Morgan","grn",3.5
1996-08-14,"F2F Morgan","oth",15
1996-08-26,"Morgan Phone","tpp",43.5
1996-08-26,"Morgan Phone","lnp",49.5
1996-08-26,"Morgan Phone","alp",33.5
1996-08-26,"Morgan Phone","grn",3.5
1996-08-26,"Morgan Phone","oth",13.5
1996-08-28,"F2F Morgan","lnp",44.5
1996-08-28,"F2F Morgan","alp",38.5
1996-08-28,"F2F Morgan","grn",4
1996-08-28,"F2F Morgan","oth",13
1996-09-08,"Morgan Phone","tpp",46.5
1996-09-08,"Morgan Phone","lnp",46
1996-09-08,"Morgan Phone","alp",37.5
1996-09-08,"Morgan Phone","grn",3
1996-09-08,"Morgan Phone","oth",13.5
1996-09-11,"F2F Morgan","lnp",44
1996-09-11,"F2F Morgan","alp",38
1996-09-11,"F2F Morgan","grn",4
1996-09-11,"F2F Morgan","oth",14
1996-09-22,"Morgan Phone","tpp",44
1996-09-22,"Morgan Phone","lnp",50
1996-09-22,"Morgan Phone","alp",35
1996-09-22,"Morgan Phone","grn",2.5
1996-09-22,"Morgan Phone","oth",12.5
1996-09-22,"F2F Morgan","lnp",45
1996-09-22,"F2F Morgan","alp",37.5
1996-09-22,"F2F Morgan","grn",3.5
1996-09-22,"F2F Morgan","oth",14
1996-10-06,"Morgan Phone","tpp",45.5
1996-10-06,"Morgan Phone","lnp",49
1996-10-06,"Morgan Phone","alp",34
1996-10-06,"Morgan Phone","grn",3.5
1996-10-06,"Morgan Phone","oth",13.5
1996-10-09,"F2F Morgan","lnp",43
1996-10-09,"F2F Morgan","alp",39.5
1996-10-09,"F2F Morgan","grn",3.5
1996-10-09,"F2F Morgan","oth",14
1996-10-24,"Morgan Phone","tpp",42
1996-10-24,"Morgan Phone","lnp",49.5
1996-10-24,"Morgan Phone","alp",33
1996-10-24,"Morgan Phone","grn",2.5
1996-10-24,"Morgan Phone","oth",15
1996-09-27,"F2F Morgan","lnp",42
1996-09-27,"F2F Morgan","alp",40
1996-09-27,"F2F Morgan","grn",3.5
1996-09-27,"F2F Morgan","oth",14.5
1996-11-03,"Morgan Phone","tpp",43.5
1996-11-03,"Morgan Phone","lnp",49
1996-11-03,"Morgan Phone","alp",34
1996-11-03,"Morgan Phone","grn",3
1996-11-03,"Morgan Phone","oth",14
1996-11-06,"F2F Morgan","lnp",43.5
1996-11-06,"F2F Morgan","alp",38
1996-11-06,"F2F Morgan","grn",4
1996-11-06,"F2F Morgan","oth",14.5
1996-11-17,"Morgan Phone","tpp",44
1996-11-17,"Morgan Phone","lnp",48
1996-11-17,"Morgan Phone","alp",35
1996-11-17,"Morgan Phone","grn",2.5
1996-11-17,"Morgan Phone","oth",14.5
1996-11-20,"F2F Morgan","lnp",43.5
1996-11-20,"F2F Morgan","alp",38.5
1996-11-20,"F2F Morgan","grn",3.5
1996-11-20,"F2F Morgan","oth",14.5
1996-12-01,"Morgan Phone","tpp",44.5
1996-12-01,"Morgan Phone","lnp",48
1996-12-01,"Morgan Phone","alp",35
1996-12-01,"Morgan Phone","grn",2.5
1996-12-01,"Morgan Phone","oth",14.5
1996-12-04,"F2F Morgan","lnp",44
1996-12-04,"F2F Morgan","alp",38
1996-12-04,"F2F Morgan","grn",4
1996-12-04,"F2F Morgan","oth",14
1996-12-15,"Morgan Phone","tpp",45.5
1996-12-15,"Morgan Phone","lnp",48
1996-12-15,"Morgan Phone","alp",36.5
1996-12-15,"Morgan Phone","grn",2
1996-12-15,"Morgan Phone","oth",13.5
1996-12-18,"F2F Morgan","lnp",43.5
1996-12-18,"F2F Morgan","alp",38
1996-12-18,"F2F Morgan","grn",4
1996-12-18,"F2F Morgan","oth",14.5
1997-01-12,"Morgan Phone","tpp",43
1997-01-12,"Morgan Phone","lnp",49.5
1997-01-12,"Morgan Phone","alp",34.5
1997-01-12,"Morgan Phone","grn",2
1997-01-12,"Morgan Phone","oth",14
1997-01-15,"F2F Morgan","lnp",44.5
1997-01-15,"F2F Morgan","alp",36
1997-01-15,"F2F Morgan","grn",4
1997-01-15,"F2F Morgan","oth",15.5
1997-01-26,"Morgan Phone","tpp",43.5
1997-01-26,"Morgan Phone","lnp",49
1997-01-26,"Morgan Phone","alp",32.5
1997-01-26,"Morgan Phone","grn",3
1997-01-26,"Morgan Phone","oth",15.5
1997-01-29,"F2F Morgan","lnp",44.5
1997-01-29,"F2F Morgan","alp",37.5
1997-01-29,"F2F Morgan","grn",3.5
1997-01-29,"F2F Morgan","oth",14.5
1997-02-09,"Morgan Phone","tpp",46.5
1997-02-09,"Morgan Phone","lnp",46
1997-02-09,"Morgan Phone","alp",36
1997-02-09,"Morgan Phone","grn",4
1997-02-09,"Morgan Phone","oth",14
1997-02-12,"F2F Morgan","lnp",44
1997-02-12,"F2F Morgan","alp",37
1997-02-12,"F2F Morgan","grn",4
1997-02-12,"F2F Morgan","oth",15
1997-02-23,"Morgan Phone","tpp",45.5
1997-02-23,"Morgan Phone","lnp",47
1997-02-23,"Morgan Phone","alp",36
1997-02-23,"Morgan Phone","grn",2.5
1997-02-23,"Morgan Phone","oth",14.5
1997-02-26,"F2F Morgan","lnp",44.5
1997-02-26,"F2F Morgan","alp",39
1997-02-26,"F2F Morgan","grn",3
1997-02-26,"F2F Morgan","oth",13.5
1997-03-09,"Morgan Phone","tpp",42.5
1997-03-09,"Morgan Phone","lnp",50
1997-03-09,"Morgan Phone","alp",34.5
1997-03-09,"Morgan Phone","grn",2
1997-03-09,"Morgan Phone","oth",13.5
1997-03-12,"F2F Morgan","lnp",42.5
1997-03-12,"F2F Morgan","alp",38.5
1997-03-12,"F2F Morgan","grn",3.5
1997-03-12,"F2F Morgan","oth",15.5
1997-03-20,"Morgan Phone","tpp",44.5
1997-03-20,"Morgan Phone","lnp",49.5
1997-03-20,"Morgan Phone","alp",35.5
1997-03-20,"Morgan Phone","grn",1.5
1997-03-20,"Morgan Phone","oth",13.5
1997-03-23,"F2F Morgan","lnp",43
1997-03-23,"F2F Morgan","alp",39
1997-03-23,"F2F Morgan","grn",3.5
1997-03-23,"F2F Morgan","oth",14.5
1997-03-26,"Morgan Phone","tpp",47
1997-03-26,"Morgan Phone","lnp",43.5
1997-03-26,"Morgan Phone","alp",35
1997-03-26,"Morgan Phone","grn",4
1997-03-26,"Morgan Phone","oth",17.5
1997-03-30,"F2F Morgan","lnp",43
1997-03-30,"F2F Morgan","alp",38
1997-03-30,"F2F Morgan","grn",3.5
1997-03-30,"F2F Morgan","oth",15.5
1997-04-06,"Morgan Phone","tpp",44.5
1997-04-06,"Morgan Phone","lnp",48
1997-04-06,"Morgan Phone","alp",35.5
1997-04-06,"Morgan Phone","grn",3
1997-04-06,"Morgan Phone","oth",13.5
1997-04-09,"F2F Morgan","lnp",41
1997-04-09,"F2F Morgan","alp",39
1997-04-09,"F2F Morgan","grn",3
1997-04-09,"F2F Morgan","oth",17
1997-04-20,"Morgan Phone","tpp",48
1997-04-20,"Morgan Phone","lnp",40
1997-04-20,"Morgan Phone","alp",34.5
1997-04-20,"Morgan Phone","grn",3
1997-04-20,"Morgan Phone","oth",22.5
1997-04-23,"F2F Morgan","lnp",41.5
1997-04-23,"F2F Morgan","alp",36
1997-04-23,"F2F Morgan","grn",3.5
1997-04-23,"F2F Morgan","oth",19
1997-05-04,"Morgan Phone","tpp",44.5
1997-05-04,"Morgan Phone","lnp",42
1997-05-04,"Morgan Phone","alp",30
1997-05-04,"Morgan Phone","grn",2.5
1997-05-04,"Morgan Phone","oth",25.5
1997-05-04,"F2F Morgan","lnp",38.5
1997-05-04,"F2F Morgan","alp",34.5
1997-05-04,"F2F Morgan","grn",3
1997-05-04,"F2F Morgan","oth",24
1997-05-13,"Morgan Phone","tpp",48.5
1997-05-13,"Morgan Phone","lnp",38.5
1997-05-13,"Morgan Phone","alp",35.5
1997-05-13,"Morgan Phone","grn",2.5
1997-05-13,"Morgan Phone","oth",23.5
1997-05-14,"F2F Morgan","lnp",34.5
1997-05-14,"F2F Morgan","alp",37
1997-05-14,"F2F Morgan","grn",3.5
1997-05-14,"F2F Morgan","oth",25
1997-05-22,"Morgan Phone","tpp",45
1997-05-22,"Morgan Phone","lnp",41.5
1997-05-22,"Morgan Phone","alp",32.5
1997-05-22,"Morgan Phone","grn",2.5
1997-05-22,"Morgan Phone","oth",23.5
1997-05-25,"F2F Morgan","lnp",36
1997-05-25,"F2F Morgan","alp",38
1997-05-25,"F2F Morgan","grn",3
1997-05-25,"F2F Morgan","oth",23
1997-06-01,"Morgan Phone","tpp",45
1997-06-01,"Morgan Phone","lnp",41.5
1997-06-01,"Morgan Phone","alp",34
1997-06-01,"Morgan Phone","grn",3
1997-06-01,"Morgan Phone","oth",21.5
1997-06-04,"F2F Morgan","lnp",38
1997-06-04,"F2F Morgan","alp",36.5
1997-06-04,"F2F Morgan","grn",3.5
1997-06-04,"F2F Morgan","oth",22
1997-06-15,"Morgan Phone","tpp",45.5
1997-06-15,"Morgan Phone","lnp",42
1997-06-15,"Morgan Phone","alp",34
1997-06-15,"Morgan Phone","grn",2.5
1997-06-15,"Morgan Phone","oth",21.5
1997-06-18,"F2F Morgan","lnp",39
1997-06-18,"F2F Morgan","alp",36
1997-06-18,"F2F Morgan","grn",3
1997-06-18,"F2F Morgan","oth",22
1997-06-29,"Morgan Phone","tpp",48
1997-06-29,"Morgan Phone","lnp",40.5
1997-06-29,"Morgan Phone","alp",34
1997-06-29,"Morgan Phone","grn",3
1997-06-29,"Morgan Phone","oth",22.5
1997-07-02,"F2F Morgan","lnp",36.5
1997-07-02,"F2F Morgan","alp",37.5
1997-07-02,"F2F Morgan","grn",3.5
1997-07-02,"F2F Morgan","oth",22.5
1997-07-13,"Morgan Phone","tpp",48
1997-07-13,"Morgan Phone","lnp",42
1997-07-13,"Morgan Phone","alp",35.5
1997-07-13,"Morgan Phone","grn",3.5
1997-07-13,"Morgan Phone","oth",19
1997-07-16,"F2F Morgan","lnp",38
1997-07-16,"F2F Morgan","alp",37
1997-07-16,"F2F Morgan","grn",3
1997-07-16,"F2F Morgan","oth",22
1997-07-27,"Morgan Phone","tpp",49
1997-07-27,"Morgan Phone","lnp",40.5
1997-07-27,"Morgan Phone","alp",36
1997-07-27,"Morgan Phone","grn",3.5
1997-07-27,"Morgan Phone","oth",20
1997-07-30,"F2F Morgan","lnp",36.5
1997-07-30,"F2F Morgan","alp",38
1997-07-30,"F2F Morgan","grn",4
1997-07-30,"F2F Morgan","oth",21.5
1997-08-07,"Morgan Phone","tpp",54.5
1997-08-07,"Morgan Phone","lnp",35
1997-08-07,"Morgan Phone","alp",40.5
1997-08-07,"Morgan Phone","grn",1.5
1997-08-07,"Morgan Phone","oth",23
1997-08-10,"F2F Morgan","lnp",34.5
1997-08-10,"F2F Morgan","alp",38.5
1997-08-10,"F2F Morgan","grn",4
1997-08-10,"F2F Morgan","oth",23
1997-08-15,"Morgan Phone","tpp",46.5
1997-08-15,"Morgan Phone","lnp",43
1997-08-15,"Morgan Phone","alp",33
1997-08-15,"Morgan Phone","grn",3
1997-08-15,"Morgan Phone","oth",21
1997-08-17,"F2F Morgan","lnp",38.5
1997-08-17,"F2F Morgan","alp",37
1997-08-17,"F2F Morgan","grn",2.5
1997-08-17,"F2F Morgan","oth",22
1997-08-24,"Morgan Phone","tpp",49
1997-08-24,"Morgan Phone","lnp",40.5
1997-08-24,"Morgan Phone","alp",36.5
1997-08-24,"Morgan Phone","grn",3
1997-08-24,"Morgan Phone","oth",20
1997-08-27,"F2F Morgan","lnp",37.5
1997-08-27,"F2F Morgan","alp",37.5
1997-08-27,"F2F Morgan","grn",3.5
1997-08-27,"F2F Morgan","oth",21.5
1997-09-07,"Morgan Phone","tpp",48.5
1997-09-07,"Morgan Phone","lnp",41.5
1997-09-07,"Morgan Phone","alp",36
1997-09-07,"Morgan Phone","grn",2
1997-09-07,"Morgan Phone","oth",20.5
1997-09-10,"F2F Morgan","lnp",36.5
1997-09-10,"F2F Morgan","alp",40
1997-09-10,"F2F Morgan","grn",3.5
1997-09-10,"F2F Morgan","oth",20
1997-09-18,"Morgan Phone","tpp",48
1997-09-18,"Morgan Phone","lnp",41
1997-09-18,"Morgan Phone","alp",37
1997-09-18,"Morgan Phone","grn",3.5
1997-09-18,"Morgan Phone","oth",18.5
1997-09-21,"F2F Morgan","lnp",37.5
1997-09-21,"F2F Morgan","alp",38.5
1997-09-21,"F2F Morgan","grn",4.5
1997-09-21,"F2F Morgan","oth",19.5
1997-09-25,"Morgan Phone","tpp",50
1997-09-25,"Morgan Phone","lnp",41.5
1997-09-25,"Morgan Phone","alp",40
1997-09-25,"Morgan Phone","grn",2
1997-09-25,"Morgan Phone","oth",16.5
1997-09-28,"F2F Morgan","lnp",37.5
1997-09-28,"F2F Morgan","alp",40.5
1997-09-28,"F2F Morgan","grn",3.5
1997-09-28,"F2F Morgan","oth",18.5
1997-10-05,"Morgan Phone","tpp",42.5
1997-10-05,"Morgan Phone","lnp",46.5
1997-10-05,"Morgan Phone","alp",32
1997-10-05,"Morgan Phone","grn",2
1997-10-05,"Morgan Phone","oth",19.5
1997-10-08,"F2F Morgan","lnp",38
1997-10-08,"F2F Morgan","alp",38.5
1997-10-08,"F2F Morgan","grn",3.5
1997-10-08,"F2F Morgan","oth",20
1997-10-16,"Morgan Phone","tpp",53
1997-10-16,"Morgan Phone","lnp",38
1997-10-16,"Morgan Phone","alp",42.5
1997-10-16,"Morgan Phone","grn",1.5
1997-10-16,"Morgan Phone","oth",18
1997-10-19,"F2F Morgan","lnp",35.5
1997-10-19,"F2F Morgan","alp",44
1997-10-19,"F2F Morgan","grn",3
1997-10-19,"F2F Morgan","oth",17.5
1997-10-26,"Morgan Phone","tpp",53.5
1997-10-26,"Morgan Phone","lnp",38.5
1997-10-26,"Morgan Phone","alp",43.5
1997-10-26,"Morgan Phone","grn",2
1997-10-26,"Morgan Phone","oth",16
1997-10-29,"F2F Morgan","lnp",33.5
1997-10-29,"F2F Morgan","alp",45.5
1997-10-29,"F2F Morgan","grn",3
1997-10-29,"F2F Morgan","oth",18
1997-11-09,"Morgan Phone","tpp",53.5
1997-11-09,"Morgan Phone","lnp",38.5
1997-11-09,"Morgan Phone","alp",43.5
1997-11-09,"Morgan Phone","grn",2.5
1997-11-09,"Morgan Phone","oth",15.5
1997-11-12,"F2F Morgan","lnp",35
1997-11-12,"F2F Morgan","alp",42.5
1997-11-12,"F2F Morgan","grn",3.5
1997-11-12,"F2F Morgan","oth",19
1997-11-23,"Morgan Phone","tpp",54.5
1997-11-23,"Morgan Phone","lnp",37.5
1997-11-23,"Morgan Phone","alp",46
1997-11-23,"Morgan Phone","grn",2.5
1997-11-23,"Morgan Phone","oth",14
1997-11-26,"F2F Morgan","lnp",35
1997-11-26,"F2F Morgan","alp",44.5
1997-11-26,"F2F Morgan","grn",3.5
1997-11-26,"F2F Morgan","oth",17
1997-12-07,"Morgan Phone","tpp",48.5
1997-12-07,"Morgan Phone","lnp",43
1997-12-07,"Morgan Phone","alp",41
1997-12-07,"Morgan Phone","grn",2.5
1997-12-07,"Morgan Phone","oth",13.5
1997-12-10,"F2F Morgan","lnp",34
1997-12-10,"F2F Morgan","alp",45
1997-12-10,"F2F Morgan","grn",3
1997-12-10,"F2F Morgan","oth",18
1998-01-11,"Morgan Phone","tpp",52
1998-01-11,"Morgan Phone","lnp",41.5
1998-01-11,"Morgan Phone","alp",41.5
1998-01-11,"Morgan Phone","grn",3
1998-01-11,"Morgan Phone","oth",14
1998-01-14,"F2F Morgan","lnp",36.5
1998-01-14,"F2F Morgan","alp",42.5
1998-01-14,"F2F Morgan","grn",3
1998-01-14,"F2F Morgan","oth",18
1998-01-25,"Morgan Phone","tpp",52.5
1998-01-25,"Morgan Phone","lnp",39.5
1998-01-25,"Morgan Phone","alp",44.5
1998-01-25,"Morgan Phone","grn",2.5
1998-01-25,"Morgan Phone","oth",13.5
1998-01-28,"F2F Morgan","lnp",36
1998-01-28,"F2F Morgan","alp",43
1998-01-28,"F2F Morgan","grn",3.5
1998-01-28,"F2F Morgan","oth",17.5
1998-02-08,"Morgan Phone","tpp",52.5
1998-02-08,"Morgan Phone","lnp",39.5
1998-02-08,"Morgan Phone","alp",43
1998-02-08,"Morgan Phone","grn",2
1998-02-08,"Morgan Phone","oth",15.5
1998-02-11,"F2F Morgan","lnp",35.5
1998-02-11,"F2F Morgan","alp",44.5
1998-02-11,"F2F Morgan","grn",3
1998-02-11,"F2F Morgan","oth",17
1998-02-22,"Morgan Phone","tpp",51
1998-02-22,"Morgan Phone","lnp",40.5
1998-02-22,"Morgan Phone","alp",44.5
1998-02-22,"Morgan Phone","grn",2
1998-02-22,"Morgan Phone","oth",13
1998-02-25,"F2F Morgan","lnp",37
1998-02-25,"F2F Morgan","alp",42.5
1998-02-25,"F2F Morgan","grn",3
1998-02-25,"F2F Morgan","oth",17.5
1998-03-08,"Morgan Phone","tpp",50
1998-03-08,"Morgan Phone","lnp",41.5
1998-03-08,"Morgan Phone","alp",41.5
1998-03-08,"Morgan Phone","grn",2
1998-03-08,"Morgan Phone","oth",15
1998-03-12,"F2F Morgan","lnp",37.5
1998-03-12,"F2F Morgan","alp",41.5
1998-03-12,"F2F Morgan","grn",3.5
1998-03-12,"F2F Morgan","oth",17.5
1998-03-22,"Morgan Phone","tpp",50.5
1998-03-22,"Morgan Phone","lnp",42
1998-03-22,"Morgan Phone","alp",40
1998-03-22,"Morgan Phone","grn",3
1998-03-22,"Morgan Phone","oth",15
1998-03-25,"F2F Morgan","lnp",35.5
1998-03-25,"F2F Morgan","alp",42.5
1998-03-25,"F2F Morgan","grn",3
1998-03-25,"F2F Morgan","oth",19
1998-04-05,"Morgan Phone","tpp",50
1998-04-05,"Morgan Phone","lnp",41.5
1998-04-05,"Morgan Phone","alp",40
1998-04-05,"Morgan Phone","grn",2.5
1998-04-05,"Morgan Phone","oth",16
1998-04-08,"F2F Morgan","lnp",34
1998-04-08,"F2F Morgan","alp",43.5
1998-04-08,"F2F Morgan","grn",4
1998-04-08,"F2F Morgan","oth",18.5
1998-04-16,"Morgan Phone","tpp",47
1998-04-16,"Morgan Phone","lnp",43
1998-04-16,"Morgan Phone","alp",36
1998-04-16,"Morgan Phone","grn",3.5
1998-04-16,"Morgan Phone","oth",17.5
1998-04-19,"F2F Morgan","lnp",35.5
1998-04-19,"F2F Morgan","alp",41.5
1998-04-19,"F2F Morgan","grn",3.5
1998-04-19,"F2F Morgan","oth",19.5
1998-04-23,"Morgan Phone","tpp",53.5
1998-04-23,"Morgan Phone","lnp",38.5
1998-04-23,"Morgan Phone","alp",42
1998-04-23,"Morgan Phone","grn",3.5
1998-04-23,"Morgan Phone","oth",16
1998-04-26,"F2F Morgan","lnp",37.5
1998-04-26,"F2F Morgan","alp",41
1998-04-26,"F2F Morgan","grn",3
1998-04-26,"F2F Morgan","oth",18.5
1998-04-30,"Morgan Phone","tpp",50.5
1998-04-30,"Morgan Phone","lnp",41
1998-04-30,"Morgan Phone","alp",41.5
1998-04-30,"Morgan Phone","grn",3
1998-04-30,"Morgan Phone","oth",14.5
1998-05-03,"F2F Morgan","lnp",36.5
1998-05-03,"F2F Morgan","alp",40.5
1998-05-03,"F2F Morgan","grn",4
1998-05-03,"F2F Morgan","oth",19
1998-05-10,"Morgan Phone","tpp",51.5
1998-05-10,"Morgan Phone","lnp",42
1998-05-10,"Morgan Phone","alp",42
1998-05-10,"Morgan Phone","grn",2.5
1998-05-10,"Morgan Phone","oth",13.5
1998-05-13,"F2F Morgan","lnp",36
1998-05-13,"F2F Morgan","alp",42
1998-05-13,"F2F Morgan","grn",3.5
1998-05-13,"F2F Morgan","oth",18.5
1998-05-24,"Morgan Phone","tpp",53
1998-05-24,"Morgan Phone","lnp",39.5
1998-05-24,"Morgan Phone","alp",43.5
1998-05-24,"Morgan Phone","grn",3
1998-05-24,"Morgan Phone","oth",14
1998-05-27,"F2F Morgan","lnp",37
1998-05-27,"F2F Morgan","alp",40.5
1998-05-27,"F2F Morgan","grn",3.5
1998-05-27,"F2F Morgan","oth",19
1998-06-07,"Morgan Phone","tpp",51.5
1998-06-07,"Morgan Phone","lnp",39.5
1998-06-07,"Morgan Phone","alp",40.5
1998-06-07,"Morgan Phone","grn",2.5
1998-06-07,"Morgan Phone","oth",17.5
1998-06-10,"F2F Morgan","lnp",36
1998-06-10,"F2F Morgan","alp",41
1998-06-10,"F2F Morgan","grn",4
1998-06-10,"F2F Morgan","oth",19
1998-06-18,"Morgan Phone","tpp",53
1998-06-18,"Morgan Phone","lnp",35
1998-06-18,"Morgan Phone","alp",39.5
1998-06-18,"Morgan Phone","grn",2.5
1998-06-18,"Morgan Phone","oth",23
1998-06-21,"F2F Morgan","lnp",34
1998-06-21,"F2F Morgan","alp",38.5
1998-06-21,"F2F Morgan","grn",3.5
1998-06-21,"F2F Morgan","oth",24
1998-06-28,"Morgan Phone","tpp",53.5
1998-06-28,"Morgan Phone","lnp",35
1998-06-28,"Morgan Phone","alp",42
1998-06-28,"Morgan Phone","grn",2
1998-06-28,"Morgan Phone","oth",21
1998-07-08,"F2F Morgan","tpp",57.5
1998-07-08,"F2F Morgan","lnp",32
1998-07-08,"F2F Morgan","alp",42.5
1998-07-08,"F2F Morgan","grn",2.5
1998-07-08,"F2F Morgan","oth",23
1998-07-22,"F2F Morgan","tpp",56
1998-07-22,"F2F Morgan","lnp",33
1998-07-22,"F2F Morgan","alp",41
1998-07-22,"F2F Morgan","grn",2.5
1998-07-22,"F2F Morgan","oth",23.5
1998-08-05,"F2F Morgan","tpp",58
1998-08-05,"F2F Morgan","lnp",33
1998-08-05,"F2F Morgan","alp",44
1998-08-05,"F2F Morgan","grn",2
1998-08-05,"F2F Morgan","oth",23.5
1998-08-16,"F2F Morgan","tpp",54.5
1998-08-16,"F2F Morgan","lnp",41
1998-08-16,"F2F Morgan","alp",43.5
1998-08-16,"F2F Morgan","grn",2
1998-08-16,"F2F Morgan","oth",17.5
1998-08-23,"F2F Morgan","tpp",54.5
1998-08-23,"F2F Morgan","lnp",40
1998-08-23,"F2F Morgan","alp",43
1998-08-23,"F2F Morgan","grn",2.5
1998-08-23,"F2F Morgan","oth",19
1998-08-30,"F2F Morgan","tpp",55.5
1998-08-30,"F2F Morgan","lnp",39
1998-08-30,"F2F Morgan","alp",42
1998-08-30,"F2F Morgan","grn",3
1998-08-30,"F2F Morgan","oth",18
1998-09-06,"F2F Morgan","tpp",54.5
1998-09-06,"F2F Morgan","lnp",40.5
1998-09-06,"F2F Morgan","alp",43
1998-09-06,"F2F Morgan","grn",3
1998-09-06,"F2F Morgan","oth",16.5
1998-09-13,"F2F Morgan","tpp",55
1998-09-13,"F2F Morgan","lnp",41.5
1998-09-13,"F2F Morgan","alp",44.5
